plasmid_id	ptu	taxon_oid	scaffold_oid	source_type	ecosystem	length	gene_count	genomad_score	putatively_complete	topology	mob_genes	t4cp_genes	t4ss_atpase_genes	other_conjugation_genes	complete_mpf_family	origin_of_transfer	arg_genes	putative_phage_plasmid	host_prediction_method	host_taxonomy	closest_reference	closest_reference_ani_percent	closest_reference_af_percent
IMGPR_plasmid_3300013408_000002	PTU_00006047	3300013408	Ga0117997_10056	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6989	7	0.9746	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.77	99.94
IMGPR_plasmid_2529293281_000001	PTU_00000280	2529293281	2529424385	Isolate		10019	12	0.9745	No	Linear			virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	99.04	96.52
IMGPR_plasmid_3300007131_000034	PTU_00000280	3300007131	Ga0102586_10263	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	21032	36	0.9744	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.49	100.0
IMGPR_plasmid_3300013336_000003	PTU_00018706	3300013336	Ga0118282_100159	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4483	3	0.9744	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.53	100.0
IMGPR_plasmid_3300042691_000388	PTU_00000280	3300042691	Ga0415385_0004961	Metagenome	Environmental;Aquatic;Freshwater;Lake;Lake biofilm, Unclassified	38958	49	0.9743	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	98.25	97.34
IMGPR_plasmid_3300012214_000003	PTU_00000280	3300012214	Ga0118456_10015	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	31807	38	0.9742	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.23	100.0
IMGPR_plasmid_7000000688_000008	PTU_00000280	7000000688	SRS017851_Baylor_scaffold_1347	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	7838	6	0.9742	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.87	99.8
IMGPR_plasmid_3300032031_000274	PTU_00000280	3300032031	Ga0326364_1031116	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5596	5	0.9740	No	Linear								No			NC_021086.1	92.67	92.28
IMGPR_plasmid_3300013194_000003	PTU_00000280	3300013194	Ga0118046_1000189	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4530	4	0.9739	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.69	100.0
IMGPR_plasmid_2537561594_000005	PTU_00000280	2537561594	2537573573	Isolate		8643	7	0.9736	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.06	100.0
IMGPR_plasmid_3300012287_000001	PTU_00037799	3300012287	Ga0118054_10004	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	18858	21	0.9735	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	94.48	69.61
IMGPR_plasmid_7000000613_000008	PTU_00000280	7000000613	SRS023847_Baylor_scaffold_248	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	4776	6	0.9735	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia	NC_021086.1	99.02	100.0
IMGPR_plasmid_2537561815_000003	PTU_00000280	2537561815	2537598454	Isolate		20508	28	0.9734	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.37	93.52
IMGPR_plasmid_3300017715_000010	PTU_00037799	3300017715	Ga0181370_1000442	Metagenome	Environmental;Aquatic;Marine;Oceanic	6046	9	0.9734	No	Linear				T_virB11				No			NC_021086.1	95.96	100.0
IMGPR_plasmid_3300013194_000004	PTU_00000280	3300013194	Ga0118046_1000188	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4534	6	0.9733	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.71	100.0
IMGPR_plasmid_3300013588_000004	PTU_00000280	3300013588	Ga0118002_10047	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	14245	14	0.9729	No	Linear			virb4	T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.19	99.89
IMGPR_plasmid_3300008332_000002	PTU_00000280	3300008332	Ga0114895_10005	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	4831	3	0.9728	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.86	99.9
IMGPR_plasmid_3300020613_000062	PTU_00000280	3300020613	Ga0213760_10000236	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	27360	31	0.9727	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.66	95.67
IMGPR_plasmid_3300027916_000061	PTU_00000280	3300027916	Ga0272453_10000248	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	27360	31	0.9727	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.66	95.67
IMGPR_plasmid_3300007785_000002	PTU_00006047	3300007785	Ga0105782_100009	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	39821	50	0.9725	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	93.7	82.19
IMGPR_plasmid_3300032031_000287	PTU_00000280	3300032031	Ga0326364_1094867	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5008	7	0.9725	No	Linear				T_virB11				No			NC_021086.1	98.32	100.0
IMGPR_plasmid_3300007131_000035	PTU_00000280	3300007131	Ga0102586_10493	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	13392	13	0.9724	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.37	100.0
IMGPR_plasmid_3300011702_000009	PTU_00018706	3300011702	Ga0118485_100040	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	13047	14	0.9721	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.04	57.24
IMGPR_plasmid_3300007878_000011	PTU_00000280	3300007878	Ga0114370_10310	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	6910	5	0.9721	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.6	100.0
IMGPR_plasmid_3300013454_000003	PTU_00000280	3300013454	Ga0118466_10134	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6849	8	0.9719	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	93.41	85.56
IMGPR_plasmid_2531839320_000004	PTU_00020681	2531839320	2531887149	Isolate		4613	6	0.9718	Yes	Direct terminal repeat								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.96	100.0
IMGPR_plasmid_3300013211_000002	PTU_00132534	3300013211	Ga0118488_100073	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	11645	12	0.9718	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.81	99.99
IMGPR_plasmid_3300012434_000002	PTU_00000280	3300012434	Ga0118316_100025	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	7678	8	0.9717	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.92	100.0
IMGPR_plasmid_3300013452_000005	PTU_00018706	3300013452	Ga0118481_10035	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	16263	17	0.9714	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.73	58.45
IMGPR_plasmid_3300020612_000041	PTU_00006047	3300020612	Ga0213759_10000133	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	32006	38	0.9713	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	98.53	89.88
IMGPR_plasmid_3300022076_000046	PTU_00000280	3300022076	Ga0232669_10000132	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	32006	38	0.9713	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	98.53	89.88
IMGPR_plasmid_3300027926_000045	PTU_00000280	3300027926	Ga0272454_10000134	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	32006	38	0.9713	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	98.53	89.88
IMGPR_plasmid_2534682005_000003	PTU_00000280	2534682005	2534776454	Isolate		19007	24	0.9713	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP012356.1	96.53	96.2
IMGPR_plasmid_3300001506_000010	PTU_00016038	3300001506	M534_100007	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Axilla/Armpit	25520	31	0.9712	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	92.0	80.8
IMGPR_plasmid_3300013397_000002	PTU_00000280	3300013397	Ga0117984_10044	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6750	6	0.9712	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.81	99.35
IMGPR_plasmid_2537561581_000003	PTU_00008783	2537561581	2537570915	Isolate		23597	29	0.9711	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.91	81.57
IMGPR_plasmid_3300007359_000001	PTU_00000280	3300007359	Ga0104972_100242	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	5948	7	0.9711	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.15	100.0
IMGPR_plasmid_3300034069_001618	PTU_00000280	3300034069	Ga0370205_040266	Metagenome	Host-associated;Plants;Phyllosphere;Carposphere	5196	6	0.9708	No	Linear				T_virB11				No			NC_021086.1	98.36	100.0
IMGPR_plasmid_2874055179_000001	PTU_00000280	2874055179	2874055179	Isolate		53137	69	0.9706	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	93.98	86.5
IMGPR_plasmid_3300013216_000008	PTU_00000280	3300013216	Ga0118281_100306	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4765	6	0.9706	No	Linear				T_virB11				No			NC_021086.1	97.58	99.85
IMGPR_plasmid_3300013419_000002	PTU_00006047	3300013419	Ga0117972_10043	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8745	11	0.9704	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.16	99.71
IMGPR_plasmid_2537561815_000004	PTU_00020681	2537561815	2537598446	Isolate		4612	6	0.9702	Yes	Direct terminal repeat								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.59	100.0
IMGPR_plasmid_3300012547_000005	PTU_00073852	3300012547	Ga0118467_100008	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	14028	15	0.9701	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.61	66.51
IMGPR_plasmid_3300031963_000060	PTU_00000280	3300031963	Ga0315901_10007441	Metagenome	Environmental;Aquatic;Freshwater;Lake	12915	14	0.9701	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.77	100.0
IMGPR_plasmid_3300012319_000003	PTU_00000280	3300012319	Ga0118221_100124	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6358	4	0.9701	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.87	100.0
IMGPR_plasmid_3300006472_000005	PTU_00000280	3300006472	Ga0100238_100003	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	39266	50	0.9692	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	97.34	95.4
IMGPR_plasmid_3300012455_000003	PTU_00000280	3300012455	Ga0118506_100078	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	10863	13	0.9692	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.98	99.98
IMGPR_plasmid_3300011702_000010	PTU_00006047	3300011702	Ga0118485_100272	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4405	6	0.9689	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	84.2	92.78
IMGPR_plasmid_3300012537_000005	PTU_00006047	3300012537	Ga0118072_10234	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4393	6	0.9688	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	84.23	93.03
IMGPR_plasmid_3300012420_000004	PTU_00177327	3300012420	Ga0118463_10012	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	16173	20	0.9687	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	93.46	64.45
IMGPR_plasmid_3300012299_000002	PTU_00000825	3300012299	Ga0118115_100004	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	9817	10	0.9687	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NZ_CP017041.1	86.31	93.99
IMGPR_plasmid_2534682005_000004	PTU_00000280	2534682005	2534776483	Isolate		10082	12	0.9684	No	Linear				T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.85	88.91
IMGPR_plasmid_2537561597_000003	PTU_00132534	2537561597	2537573686	Isolate		16315	18	0.9681	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.8	81.24
IMGPR_plasmid_3300012542_000008	PTU_00000280	3300012542	Ga0118276_100174	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5878	7	0.9677	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.88	100.0
IMGPR_plasmid_3300013620_000004	PTU_00000280	3300013620	Ga0118537_10069	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6745	5	0.9675	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.08	100.0
IMGPR_plasmid_3300013336_000004	PTU_00006047	3300013336	Ga0118282_100157	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4487	6	0.9668	No	Linear				T_virB11				No			NC_021086.1	97.97	99.98
IMGPR_plasmid_3300013158_000006	PTU_00000280	3300013158	Ga0118511_100138	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5361	6	0.9667	No	Linear		tcpA		FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.23	100.0
IMGPR_plasmid_3300009612_000072	PTU_00000280	3300009612	Ga0105217_100317	Metagenome	Environmental;Aquatic;Marine;Oceanic	17823	19	0.9664	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.13	99.8
IMGPR_plasmid_3300013454_000004	PTU_00073852	3300013454	Ga0118466_10033	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	12636	12	0.9662	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.98	63.12
IMGPR_plasmid_3300013143_000002	PTU_00000280	3300013143	Ga0118228_100029	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	29148	35	0.9660	No	Linear			virb4	T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.07	85.54
IMGPR_plasmid_2529293281_000003	PTU_00006047	2529293281	2529424389	Isolate		6949	9	0.9660	No	Linear				T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	99.7	100.0
IMGPR_plasmid_7000000613_000009	PTU_00000280	7000000613	SRS023847_Baylor_scaffold_109	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	11408	11	0.9659	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.3	100.0
IMGPR_plasmid_3300012589_000005	PTU_00000280	3300012589	Ga0118135_100105	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8889	10	0.9659	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.61	97.37
IMGPR_plasmid_3300012606_000005	PTU_00000280	3300012606	Ga0118220_100121	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	7754	8	0.9658	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.88	100.0
IMGPR_plasmid_3300009612_000074	PTU_00000280	3300009612	Ga0105217_100682	Metagenome	Environmental;Aquatic;Marine;Oceanic	10308	12	0.9656	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NZ_CP017041.1	89.96	93.58
IMGPR_plasmid_3300012556_000005	PTU_00000280	3300012556	Ga0118121_100049	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8891	10	0.9656	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.44	99.91
IMGPR_plasmid_3300009613_000047	PTU_00000280	3300009613	Ga0105228_100340	Metagenome	Environmental;Aquatic;Marine;Oceanic	7996	9	0.9652	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.68	100.0
IMGPR_plasmid_3300008617_000025	PTU_00006047	3300008617	Ga0115612_101045	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	5395	7	0.9649	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.85	99.96
IMGPR_plasmid_7000000458_000002	PTU_00000280	7000000458	SRS045606_WUGC_scaffold_9935	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	4512	6	0.9649	No	Linear				T_virB11				No			NC_021086.1	99.96	99.31
IMGPR_plasmid_3300012432_000003	PTU_00000280	3300012432	Ga0118539_100076	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8596	9	0.9643	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.32	97.28
IMGPR_plasmid_7000000066_000003	PTU_00193895	7000000066	C48985	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	8370	7	0.9629	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	96.2	74.61
IMGPR_plasmid_3300026134_000076	PTU_00000280	3300026134	Ga0208815_1000551	Metagenome	Environmental;Aquatic;Marine;Oceanic	10021	9	0.9629	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.05	100.0
IMGPR_plasmid_3300012297_000004	PTU_00000280	3300012297	Ga0118043_10064	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6296	5	0.9623	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.87	99.95
