UVIG	Taxon_oid	Scaffold_oid	Coordinates ('whole' if the UViG is the entire contig)	Ecosystem classification	vOTU	Length	Topology	geNomad score	Confidence	Estimated completeness	Estimated contamination	MIUViG quality	Gene content (total genes;cds;tRNA;geNomad marker)	Taxonomic classification	Taxonomic classification method	Host taxonomy prediction	Host prediction method	Sequence origin (doi)
IMGVR_UViG_3300045988_068317	3300045988	Ga0495776_122977	whole	Host-associated;Mammals: Human;Digestive system;Large intestine	vOTU_07976764	18372	Linear	0.9796	High-confidence	62.37	0	Genome fragment	25;25;0;22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000473_000002	7000000473	C173561	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08505942	18319	Linear	0.9808	High-confidence	62.18	0	Genome fragment	26;26;0;26	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300003168_000004	3300003168	JGI25828J46368_100014	whole	Environmental;Air;Outdoor Air;Unclassified	vOTU_01016731	17736	Linear	0.9804	High-confidence	60.21	0	Genome fragment	23;23;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300003340_000004	3300003340	JGI25827J50174_100034	whole	Environmental;Air;Outdoor Air;Unclassified	vOTU_01016731	17676	Linear	0.98	High-confidence	60	0	Genome fragment	23;23;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000153_000004	7000000153	C117395	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08495198	17390	Linear	0.9806	High-confidence	59.03	0	Genome fragment	21;21;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013735_000006	3300013735	Ga0118166_100012	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665129	16910	Linear	0.9796	High-confidence	57.4	0	Genome fragment	27;27;0;25	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300011351_000001	3300011351	Ga0118464_10013	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604645	16685	Linear	0.9745	High-confidence	56.64	0	Genome fragment	26;26;0;22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008284_000001	3300008284	Ga0115232_10005	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01915577	15783	Linear	0.9798	High-confidence	53.58	0	Genome fragment	20;20;0;19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022693_000397	3300022693	Ga0247392_1002040	whole	Environmental;Aquatic;Marine;Sediment	vOTU_04078888	15780	Linear	0.9804	High-confidence	53.57	0	Genome fragment	20;20;0;19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300030753_000006	3300030753	Ga0268248_100353	whole	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	vOTU_01332699	15693	Linear	0.9802	High-confidence	53.27	0	Genome fragment	20;20;0;19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006993_000002	3300006993	Ga0102730_10048	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01620638	15439	Linear	0.9745	High-confidence	52.39	0	Genome fragment	26;26;0;22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000620_000003	7000000620	C141520	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768740	15192	Linear	0.9784	High-confidence	51.57	0	Genome fragment	18;18;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013436_000002	3300013436	Ga0118553_100002	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02821572	15178	Linear	0.9724	High-confidence	51.52	0	Genome fragment	26;26;0;19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008349_000002	3300008349	Ga0115413_100157	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01757408	15139	Linear	0.9802	High-confidence	51.39	0	Genome fragment	19;19;0;18	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013405_000001	3300013405	Ga0117965_10060	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02820504	15091	Linear	0.9725	High-confidence	51.23	0	Genome fragment	29;29;0;25	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007936_000003	3300007936	Ga0114095_100057	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770408	15069	Linear	0.9805	High-confidence	51.15	0	Genome fragment	19;19;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007011_000001	3300007011	Ga0104056_100001	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01621116	15020	Linear	0.9786	High-confidence	50.99	0	Genome fragment	19;19;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013339_000001	3300013339	Ga0118062_100001	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02808974	14998	Linear	0.9745	High-confidence	50.91	0	Genome fragment	17;17;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000209_000001	7000000209	SRS011397_Baylor_scaffold_2646	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01657575	14936	Linear	0.9805	High-confidence	50.7	0	Genome fragment	18;18;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007876_000002	3300007876	Ga0111087_100137	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768731	14902	Linear	0.9755	High-confidence	50.59	0	Genome fragment	23;23;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013419_000002	3300013419	Ga0117972_10009	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02821572	14834	Linear	0.9769	High-confidence	50.36	0	Genome fragment	29;29;0;25	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007014_000001	3300007014	Ga0104028_100001	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01621127	14791	Linear	0.9801	High-confidence	50.21	0	Genome fragment	19;19;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001681_000136	3300001681	Abe_10000965	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820728	14770	Linear	0.9683	High-confidence	50.13	0	Genome fragment	26;26;0;23	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012604_000001	3300012604	Ga0118227_100083	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667666	14692	Linear	0.9739	High-confidence	49.88	0	Genome fragment	18;18;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013260_000005	3300013260	Ga0118643_100007	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604645	14538	Linear	0.9755	High-confidence	49.35	0	Genome fragment	22;22;0;18	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000209_000003	7000000209	SRS011397_Baylor_scaffold_2696	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01657581	14401	Linear	0.9774	High-confidence	48.88	0	Genome fragment	26;26;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000141_000003	7000000141	C181218	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08494892	14283	Linear	0.9808	High-confidence	48.49	0	Genome fragment	16;16;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013668_000001	3300013668	Ga0117843_100024	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665208	14222	Linear	0.9769	High-confidence	48.28	0	Genome fragment	17;17;0;15	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013436_000003	3300013436	Ga0118553_100003	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02654645	14049	Linear	0.982	High-confidence	47.69	0	Genome fragment	16;16;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013278_000008	3300013278	Ga0118140_100172	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02808996	13896	Linear	0.9816	High-confidence	47.17	0	Genome fragment	17;17;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001680_000270	3300001680	KiloMoana_10001997	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820728	13764	Linear	0.9736	High-confidence	46.72	0	Genome fragment	26;26;0;24	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007310_000001	3300007310	Ga0104966_10058	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01657885	13585	Linear	0.9768	High-confidence	46.11	0	Genome fragment	26;26;0;24	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000169_000002	7000000169	C94145	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01621116	13482	Linear	0.9766	High-confidence	45.77	0	Genome fragment	14;14;0;15	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007875_000001	3300007875	Ga0111537_10001	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768726	13226	Linear	0.9783	High-confidence	44.89	0	Genome fragment	24;24;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007218_000006	3300007218	Ga0103964_1062153	whole	Host-associated;Plants;Phyllosphere;Carposphere	vOTU_01642236	13212	Linear	0.9715	High-confidence	44.85	0	Genome fragment	19;19;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300011351_000002	3300011351	Ga0118464_10026	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604646	12781	Linear	0.979	High-confidence	43.39	0	Genome fragment	19;19;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013211_000003	3300013211	Ga0118488_100065	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665208	12740	Linear	0.9798	High-confidence	43.25	0	Genome fragment	16;16;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001524_000291	3300001524	Abe_1000595	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820728	12606	Linear	0.9748	High-confidence	42.79	0	Genome fragment	24;24;0;22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013346_000002	3300013346	Ga0118090_100067	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	12561	Linear	0.98	High-confidence	42.64	0	Genome fragment	16;16;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012338_000005	3300012338	Ga0118188_100007	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	12333	Linear	0.98	High-confidence	41.87	0	Genome fragment	17;17;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013405_000002	3300013405	Ga0117965_10073	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02820505	12314	Linear	0.9788	High-confidence	41.8	0	Genome fragment	16;16;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300010161_000006	3300010161	Ga0136170_1113226	whole	Host-associated;Plants;Phyllosphere;Carposphere	vOTU_01642236	12291	Linear	0.9719	High-confidence	41.72	0	Genome fragment	15;15;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000578_000002	7000000578	SRS054061_LANL_scaffold_4114	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01954742	12224	Linear	0.9809	High-confidence	41.5	0	Genome fragment	14;14;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022665_000021	3300022665	Ga0247390_1002069	whole	Environmental;Aquatic;Marine;Sediment	vOTU_04078888	12212	Linear	0.9806	High-confidence	41.46	0	Genome fragment	16;16;0;15	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007912_000002	3300007912	Ga0111232_10307	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01769718	11873	Linear	0.9804	High-confidence	40.31	0	Genome fragment	17;17;0;15	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012453_000004	3300012453	Ga0118566_100004	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665176	11872	Linear	0.9743	High-confidence	40.3	0	Genome fragment	21;21;0;20	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012563_000006	3300012563	Ga0118004_100005	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01628694	11594	Linear	0.9811	High-confidence	39.36	0	Genome fragment	15;15;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001681_000157	3300001681	Abe_10001558	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820992	11581	Linear	0.9803	High-confidence	39.31	0	Genome fragment	15;15;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000588_000002	7000000588	C127167	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08496625	11421	Linear	0.9776	High-confidence	38.77	0	Genome fragment	23;23;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300032168_000148	3300032168	Ga0316593_10000092	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_00570898	11383	Linear	0.9761	High-confidence	38.64	0	Genome fragment	14;14;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300005264_000239	3300005264	Ga0073581_104469	whole	Environmental;Aquatic;Marine;Oceanic	vOTU_01147230	10481	Linear	0.9789	High-confidence	35.58	0	Genome fragment	16;16;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007879_000001	3300007879	Ga0111089_100004	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768747	10464	Linear	0.9767	High-confidence	35.52	0	Genome fragment	21;21;0;19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007310_000002	3300007310	Ga0104966_10080	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01657886	10248	Linear	0.9804	High-confidence	34.79	0	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007365_000002	3300007365	Ga0104975_10051	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01674376	10157	Linear	0.9792	High-confidence	34.48	0	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013710_000009	3300013710	Ga0118203_100121	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02821572	10134	Linear	0.9763	High-confidence	34.4	0	Genome fragment	22;22;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
